,images,name_of_dog
122,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_588.jpg,chihuahua
123,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_5927.jpg,chihuahua
124,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_6295.jpg,chihuahua
125,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_6399.jpg,chihuahua
126,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_6931.jpg,chihuahua
127,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_7.jpg,chihuahua
128,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_712.jpg,chihuahua
129,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_7292.jpg,chihuahua
130,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_730.jpg,chihuahua
131,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_735.jpg,chihuahua
132,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_7436.jpg,chihuahua
133,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_7440.jpg,chihuahua
134,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_7613.jpg,chihuahua
135,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_7700.jpg,chihuahua
136,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_7738.jpg,chihuahua
137,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_806.jpg,chihuahua
138,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_8420.jpg,chihuahua
139,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_8491.jpg,chihuahua
140,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_8558.jpg,chihuahua
141,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_8578.jpg,chihuahua
142,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_8585.jpg,chihuahua
143,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_8611.jpg,chihuahua
144,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_8636.jpg,chihuahua
145,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_8637.jpg,chihuahua
146,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_9351.jpg,chihuahua
147,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_9357.jpg,chihuahua
148,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_9399.jpg,chihuahua
149,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_9414.jpg,chihuahua
150,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_949.jpg,chihuahua
151,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_952.jpg,chihuahua
152,images/stanford-dogs-dataset/images/Images/n02085620-Chihuahua/n02085620_9654.jpg,chihuahua
153,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1039.jpg,japanese spaniel
154,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1058.jpg,japanese spaniel
155,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1059.jpg,japanese spaniel
156,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1077.jpg,japanese spaniel
157,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1085.jpg,japanese spaniel
158,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1143.jpg,japanese spaniel
159,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1156.jpg,japanese spaniel
160,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1191.jpg,japanese spaniel
161,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1224.jpg,japanese spaniel
162,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_126.jpg,japanese spaniel
163,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1267.jpg,japanese spaniel
164,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1284.jpg,japanese spaniel
165,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1348.jpg,japanese spaniel
166,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1350.jpg,japanese spaniel
167,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1353.jpg,japanese spaniel
168,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1401.jpg,japanese spaniel
169,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1425.jpg,japanese spaniel
170,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_143.jpg,japanese spaniel
171,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1434.jpg,japanese spaniel
172,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1460.jpg,japanese spaniel
173,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1503.jpg,japanese spaniel
174,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1521.jpg,japanese spaniel
175,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1528.jpg,japanese spaniel
176,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1552.jpg,japanese spaniel
177,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1600.jpg,japanese spaniel
178,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1610.jpg,japanese spaniel
179,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1626.jpg,japanese spaniel
180,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1656.jpg,japanese spaniel
181,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1665.jpg,japanese spaniel
182,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1691.jpg,japanese spaniel
183,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_17.jpg,japanese spaniel
184,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_172.jpg,japanese spaniel
185,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1724.jpg,japanese spaniel
186,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1731.jpg,japanese spaniel
187,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1750.jpg,japanese spaniel
188,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1764.jpg,japanese spaniel
189,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1774.jpg,japanese spaniel
190,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1778.jpg,japanese spaniel
191,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1782.jpg,japanese spaniel
192,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1836.jpg,japanese spaniel
193,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1848.jpg,japanese spaniel
194,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1855.jpg,japanese spaniel
195,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_186.jpg,japanese spaniel
196,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1890.jpg,japanese spaniel
197,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_191.jpg,japanese spaniel
198,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1929.jpg,japanese spaniel
199,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1949.jpg,japanese spaniel
200,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_1964.jpg,japanese spaniel
201,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2.jpg,japanese spaniel
202,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2010.jpg,japanese spaniel
203,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2014.jpg,japanese spaniel
204,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2045.jpg,japanese spaniel
205,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2074.jpg,japanese spaniel
206,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2100.jpg,japanese spaniel
207,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2118.jpg,japanese spaniel
208,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2128.jpg,japanese spaniel
209,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2162.jpg,japanese spaniel
210,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2182.jpg,japanese spaniel
211,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2207.jpg,japanese spaniel
212,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2241.jpg,japanese spaniel
213,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2250.jpg,japanese spaniel
214,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2255.jpg,japanese spaniel
215,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2269.jpg,japanese spaniel
216,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2279.jpg,japanese spaniel
217,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2293.jpg,japanese spaniel
218,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_23.jpg,japanese spaniel
219,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_230.jpg,japanese spaniel
220,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2323.jpg,japanese spaniel
221,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2345.jpg,japanese spaniel
222,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2354.jpg,japanese spaniel
223,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2428.jpg,japanese spaniel
224,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2459.jpg,japanese spaniel
225,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2491.jpg,japanese spaniel
226,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2549.jpg,japanese spaniel
227,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2584.jpg,japanese spaniel
228,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2635.jpg,japanese spaniel
229,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2640.jpg,japanese spaniel
230,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2655.jpg,japanese spaniel
231,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_267.jpg,japanese spaniel
232,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2690.jpg,japanese spaniel
233,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2695.jpg,japanese spaniel
234,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2715.jpg,japanese spaniel
235,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2762.jpg,japanese spaniel
236,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2796.jpg,japanese spaniel
237,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_28.jpg,japanese spaniel
238,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2874.jpg,japanese spaniel
239,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2886.jpg,japanese spaniel
240,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2914.jpg,japanese spaniel
241,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2922.jpg,japanese spaniel
242,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2939.jpg,japanese spaniel
243,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_2978.jpg,japanese spaniel
244,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3019.jpg,japanese spaniel
245,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3021.jpg,japanese spaniel
246,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3030.jpg,japanese spaniel
247,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3031.jpg,japanese spaniel
248,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3052.jpg,japanese spaniel
249,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3065.jpg,japanese spaniel
250,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3071.jpg,japanese spaniel
251,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_309.jpg,japanese spaniel
252,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3098.jpg,japanese spaniel
253,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3121.jpg,japanese spaniel
254,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_313.jpg,japanese spaniel
255,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3148.jpg,japanese spaniel
256,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3158.jpg,japanese spaniel
257,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3215.jpg,japanese spaniel
258,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3325.jpg,japanese spaniel
259,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3331.jpg,japanese spaniel
260,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3354.jpg,japanese spaniel
261,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3387.jpg,japanese spaniel
262,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3400.jpg,japanese spaniel
263,images/stanford-dogs-dataset/images/Images/n02085782-Japanese_spaniel/n02085782_3404.jpg,japanese spaniel
